participant,trial,task,sentence,answer,count_correct
608ac826799bec5934dcc129,2,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
6094111f05a8a1d7a1331eec,2,speech_pilot_60t,bkbf0512,Somebody took the money,3
60a3eb7f3af78045aef70069,2,speech_pilot_60t,bkbf0512,Somebody took the money,3
60a7a7500329de081813449b,2,speech_pilot_60t,bkbf1703,The sky was very blue,3
60ac3bd676946e7491640234,2,speech_pilot_60t,bkbf0715,He’s holding his nose,0
5c730ca1f674750001df8d09,3,speech_pilot_60t,bkbf0714,The orange was quite sweet,2
5cc5c6dbe0df3f00121404c0,3,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5d838915e3876a00014c44b9,3,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5da57bdaca1b86001770b13d,3,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5e0272eab1fb05df866cb113,3,speech_pilot_60t,bkbf1208,The bread van's coming,1
5e1b2dea8b90cb3502480bc9,3,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5e7921fcbd76c94d6b4fac57,3,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5e94dc714b34ff84c349e18c,3,speech_pilot_60t,bkbf0208,Snow falls at Christmas,1
5eff7df90aede705593e92d7,3,speech_pilot_60t,bkbf0109,The postman shut the gate,1
5f11ae10e3411a04c189ae61,3,speech_pilot_60t,bkbf0714,The orange was quite sweet,0
5f203ef1f055ba0b51cdbd9f,3,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5f2e676e17eb961c58928b91,3,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5f493fea06249046a8db8569,3,speech_pilot_60t,bkbf0803,The match boxes are empty,3
5f56586779a86f05faa07be4,3,speech_pilot_60t,bkbf2016,The flower stands in a pot,1
5f7f16eb45861703806170e6,3,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5f7f3a1031fc3c08f47ff478,3,speech_pilot_60t,bkbf1210,The football game's over,3
5f87293ac383790f14df903c,3,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5fe2672ce7a1d2df1d2cc0ba,3,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5ff74e9756bc433d405a5773,3,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5ffed99b5991d45ce2eb9e7a,3,speech_pilot_60t,bkbf0210,The police chased the car,0
600c3a4cf1786b0d29f2e0b5,3,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,1
601d160d8b17da043f490fd8,3,speech_pilot_60t,bkbf1205,The taps are above the sink,2
6073631553d2939cf73b0f2d,3,speech_pilot_60t,bkbf0210,The police chased the car,0
607dccecbcc9727694d62c31,3,speech_pilot_60t,bkbf0901,The book tells a story,0
60870e7b286405a9ad9ec7e7,3,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
608ac826799bec5934dcc129,3,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
6094111f05a8a1d7a1331eec,3,speech_pilot_60t,bkbf1609,Some men shave in the morning,1
60a3eb7f3af78045aef70069,3,speech_pilot_60t,bkbf1616,The painter used a brush,3
60a7a7500329de081813449b,3,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,2
60ac3bd676946e7491640234,3,speech_pilot_60t,bkbf0109,The postman shut the gate,1
5c730ca1f674750001df8d09,4,speech_pilot_60t,bkbf1616,The painter used a brush,0
5cc5c6dbe0df3f00121404c0,4,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5d838915e3876a00014c44b9,4,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5da57bdaca1b86001770b13d,4,speech_pilot_60t,bkbf0501,The bath towel was wet,3
5e0272eab1fb05df866cb113,4,speech_pilot_60t,bkbf0209,Shes taking her coat,0
5e1b2dea8b90cb3502480bc9,4,speech_pilot_60t,bkbf2016,The flower stands in a pot,1
5e7921fcbd76c94d6b4fac57,4,speech_pilot_60t,bkbf0501,The bath towel was wet,1
5e94dc714b34ff84c349e18c,4,speech_pilot_60t,bkbf0109,The postman shut the gate,1
5eff7df90aede705593e92d7,4,speech_pilot_60t,bkbf1208,The bread van's coming,1
5f11ae10e3411a04c189ae61,4,speech_pilot_60t,bkbf1208,The bread van's coming,1
5f203ef1f055ba0b51cdbd9f,4,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,1
5f2e676e17eb961c58928b91,4,speech_pilot_60t,bkbf0213,Some sticks were under the tree,3
5f493fea06249046a8db8569,4,speech_pilot_60t,bkbf0107,The green tomatoes are small,3
5f56586779a86f05faa07be4,4,speech_pilot_60t,bkbf1008,Someones crossing the road,2
5f7f16eb45861703806170e6,4,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5f7f3a1031fc3c08f47ff478,4,speech_pilot_60t,bkbf1516,The puppy plays with a ball,0
5f87293ac383790f14df903c,4,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5fe2672ce7a1d2df1d2cc0ba,4,speech_pilot_60t,bkbf1111,The cow gave some milk,2
5ff74e9756bc433d405a5773,4,speech_pilot_60t,bkbf1008,Someones crossing the road,0
5ffed99b5991d45ce2eb9e7a,4,speech_pilot_60t,bkbf0109,The postman shut the gate,2
600c3a4cf1786b0d29f2e0b5,4,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
601d160d8b17da043f490fd8,4,speech_pilot_60t,bkbf0214,The little baby sleeps,3
6073631553d2939cf73b0f2d,4,speech_pilot_60t,bkbf0116,The ice cream was pink,1
607dccecbcc9727694d62c31,4,speech_pilot_60t,bkbf1703,The sky was very blue,3
60870e7b286405a9ad9ec7e7,4,speech_pilot_60t,bkbf0708,The young people are dancing,2
608ac826799bec5934dcc129,4,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,2
6094111f05a8a1d7a1331eec,4,speech_pilot_60t,bkbf1203,The front garden was pretty,3
60a3eb7f3af78045aef70069,4,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,2
60a7a7500329de081813449b,4,speech_pilot_60t,bkbf0502,The matches lie on the shelf,2
60ac3bd676946e7491640234,4,speech_pilot_60t,bkbf0107,The green tomatoes are small,0
5c730ca1f674750001df8d09,5,speech_pilot_60t,bkbf0116,The ice cream was pink,2
5cc5c6dbe0df3f00121404c0,5,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5d838915e3876a00014c44b9,5,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5da57bdaca1b86001770b13d,5,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5e0272eab1fb05df866cb113,5,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5e1b2dea8b90cb3502480bc9,5,speech_pilot_60t,bkbf0208,Snow falls at Christmas,2
5e7921fcbd76c94d6b4fac57,5,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5e94dc714b34ff84c349e18c,5,speech_pilot_60t,bkbf1616,The painter used a brush,3
5eff7df90aede705593e92d7,5,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5f11ae10e3411a04c189ae61,5,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5f203ef1f055ba0b51cdbd9f,5,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5f2e676e17eb961c58928b91,5,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5f493fea06249046a8db8569,5,speech_pilot_60t,bkbf1610,The driver lost his way,3
5f56586779a86f05faa07be4,5,speech_pilot_60t,bkbf1111,The cow gave some milk,2
5f7f16eb45861703806170e6,5,speech_pilot_60t,bkbf0101,The clown had a funny face,0
5f7f3a1031fc3c08f47ff478,5,speech_pilot_60t,bkbf0214,The little baby sleeps,0
5f87293ac383790f14df903c,5,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
5fe2672ce7a1d2df1d2cc0ba,5,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,0
5ff74e9756bc433d405a5773,5,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,2
5ffed99b5991d45ce2eb9e7a,5,speech_pilot_60t,bkbf0208,Snow falls at Christmas,0
600c3a4cf1786b0d29f2e0b5,5,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
601d160d8b17da043f490fd8,5,speech_pilot_60t,bkbf0715,He’s holding his nose,1
6073631553d2939cf73b0f2d,5,speech_pilot_60t,bkbf0504,The train had a bad crash,3
607dccecbcc9727694d62c31,5,speech_pilot_60t,bkbf1906,The cleaner swept the floor,1
60870e7b286405a9ad9ec7e7,5,speech_pilot_60t,bkbf0210,The police chased the car,3
608ac826799bec5934dcc129,5,speech_pilot_60t,bkbf0216,The school finished early,3
6094111f05a8a1d7a1331eec,5,speech_pilot_60t,bkbf1914,The girl held a mirror,3
60a3eb7f3af78045aef70069,5,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
60a7a7500329de081813449b,5,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
60ac3bd676946e7491640234,5,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
5c730ca1f674750001df8d09,6,speech_pilot_60t,bkbf0209,Shes taking her coat,0
5cc5c6dbe0df3f00121404c0,6,speech_pilot_60t,bkbf1616,The painter used a brush,1
5d838915e3876a00014c44b9,6,speech_pilot_60t,bkbf1613,The oven door was open,2
5da57bdaca1b86001770b13d,6,speech_pilot_60t,bkbf0214,The little baby sleeps,3
5e0272eab1fb05df866cb113,6,speech_pilot_60t,bkbf0803,The match boxes are empty,2
5e1b2dea8b90cb3502480bc9,6,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5e7921fcbd76c94d6b4fac57,6,speech_pilot_60t,bkbf0512,Somebody took the money,2
5e94dc714b34ff84c349e18c,6,speech_pilot_60t,bkbf0310,The man cleaned his shoes,0
5eff7df90aede705593e92d7,6,speech_pilot_60t,bkbf1212,The children help the milkman,2
5f11ae10e3411a04c189ae61,6,speech_pilot_60t,bkbf1111,The cow gave some milk,0
5f203ef1f055ba0b51cdbd9f,6,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5f2e676e17eb961c58928b91,6,speech_pilot_60t,bkbf2016,The flower stands in a pot,0
5f493fea06249046a8db8569,6,speech_pilot_60t,bkbf1111,The cow gave some milk,3
5f56586779a86f05faa07be4,6,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f7f16eb45861703806170e6,6,speech_pilot_60t,bkbf0213,Some sticks were under the tree,2
5f7f3a1031fc3c08f47ff478,6,speech_pilot_60t,bkbf1609,Some men shave in the morning,1
5f87293ac383790f14df903c,6,speech_pilot_60t,bkbf0210,The police chased the car,0
5fe2672ce7a1d2df1d2cc0ba,6,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5ff74e9756bc433d405a5773,6,speech_pilot_60t,bkbf1906,The cleaner swept the floor,1
5ffed99b5991d45ce2eb9e7a,6,speech_pilot_60t,bkbf1210,The football game's over,0
600c3a4cf1786b0d29f2e0b5,6,speech_pilot_60t,bkbf1111,The cow gave some milk,2
601d160d8b17da043f490fd8,6,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
6073631553d2939cf73b0f2d,6,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
607dccecbcc9727694d62c31,6,speech_pilot_60t,bkbf0301,The glass bowl broke,0
60870e7b286405a9ad9ec7e7,6,speech_pilot_60t,bkbf0715,He’s holding his nose,0
608ac826799bec5934dcc129,6,speech_pilot_60t,bkbf0209,Shes taking her coat,0
6094111f05a8a1d7a1331eec,6,speech_pilot_60t,bkbf0615,The broom stood in the corner,2
60a3eb7f3af78045aef70069,6,speech_pilot_60t,bkbf1516,The puppy plays with a ball,0
60a7a7500329de081813449b,6,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
60ac3bd676946e7491640234,6,speech_pilot_60t,bkbf0501,The bath towel was wet,2
5c730ca1f674750001df8d09,7,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
5cc5c6dbe0df3f00121404c0,7,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5d838915e3876a00014c44b9,7,speech_pilot_60t,bkbf0109,The postman shut the gate,2
5da57bdaca1b86001770b13d,7,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5e0272eab1fb05df866cb113,7,speech_pilot_60t,bkbf0504,The train had a bad crash,2
5e1b2dea8b90cb3502480bc9,7,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5e7921fcbd76c94d6b4fac57,7,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5e94dc714b34ff84c349e18c,7,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5eff7df90aede705593e92d7,7,speech_pilot_60t,bkbf0803,The match boxes are empty,0
5f11ae10e3411a04c189ae61,7,speech_pilot_60t,bkbf1703,The sky was very blue,3
5f203ef1f055ba0b51cdbd9f,7,speech_pilot_60t,bkbf1610,The driver lost his way,1
5f2e676e17eb961c58928b91,7,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5f493fea06249046a8db8569,7,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5f56586779a86f05faa07be4,7,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5f7f16eb45861703806170e6,7,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5f7f3a1031fc3c08f47ff478,7,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5f87293ac383790f14df903c,7,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5fe2672ce7a1d2df1d2cc0ba,7,speech_pilot_60t,bkbf0803,The match boxes are empty,0
5ff74e9756bc433d405a5773,7,speech_pilot_60t,bkbf1208,The bread van's coming,2
5ffed99b5991d45ce2eb9e7a,7,speech_pilot_60t,bkbf1616,The painter used a brush,0
600c3a4cf1786b0d29f2e0b5,7,speech_pilot_60t,bkbf1212,The children help the milkman,2
601d160d8b17da043f490fd8,7,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
6073631553d2939cf73b0f2d,7,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
607dccecbcc9727694d62c31,7,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
60870e7b286405a9ad9ec7e7,7,speech_pilot_60t,bkbf0906,A letter fell on the mat,2
608ac826799bec5934dcc129,7,speech_pilot_60t,bkbf1703,The sky was very blue,2
6094111f05a8a1d7a1331eec,7,speech_pilot_60t,bkbf1208,The bread van's coming,2
60a3eb7f3af78045aef70069,7,speech_pilot_60t,bkbf0209,Shes taking her coat,2
60a7a7500329de081813449b,7,speech_pilot_60t,bkbf2016,The flower stands in a pot,3
60ac3bd676946e7491640234,7,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
5c730ca1f674750001df8d09,8,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5cc5c6dbe0df3f00121404c0,8,speech_pilot_60t,bkbf0501,The bath towel was wet,2
5d838915e3876a00014c44b9,8,speech_pilot_60t,bkbf1212,The children help the milkman,3
5da57bdaca1b86001770b13d,8,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,0
5e0272eab1fb05df866cb113,8,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5e1b2dea8b90cb3502480bc9,8,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
5e7921fcbd76c94d6b4fac57,8,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5e94dc714b34ff84c349e18c,8,speech_pilot_60t,bkbf0301,The glass bowl broke,1
5eff7df90aede705593e92d7,8,speech_pilot_60t,bkbf1701,The apple pie's cooking,1
5f11ae10e3411a04c189ae61,8,speech_pilot_60t,bkbf1610,The driver lost his way,3
5f203ef1f055ba0b51cdbd9f,8,speech_pilot_60t,bkbf1907,A grocer sells butter,2
5f2e676e17eb961c58928b91,8,speech_pilot_60t,bkbf0101,The clown had a funny face,0
5f493fea06249046a8db8569,8,speech_pilot_60t,bkbf1212,The children help the milkman,3
5f56586779a86f05faa07be4,8,speech_pilot_60t,bkbf0209,Shes taking her coat,2
5f7f16eb45861703806170e6,8,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5f7f3a1031fc3c08f47ff478,8,speech_pilot_60t,bkbf1907,A grocer sells butter,2
5f87293ac383790f14df903c,8,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
5fe2672ce7a1d2df1d2cc0ba,8,speech_pilot_60t,bkbf1212,The children help the milkman,1
5ff74e9756bc433d405a5773,8,speech_pilot_60t,bkbf2016,The flower stands in a pot,3
5ffed99b5991d45ce2eb9e7a,8,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
600c3a4cf1786b0d29f2e0b5,8,speech_pilot_60t,bkbf0512,Somebody took the money,3
601d160d8b17da043f490fd8,8,speech_pilot_60t,bkbf0912,The lady packed her bag,2
6073631553d2939cf73b0f2d,8,speech_pilot_60t,bkbf0213,Some sticks were under the tree,3
607dccecbcc9727694d62c31,8,speech_pilot_60t,bkbf1301,The fruit came in a box,1
60870e7b286405a9ad9ec7e7,8,speech_pilot_60t,bkbf0216,The school finished early,3
608ac826799bec5934dcc129,8,speech_pilot_60t,bkbf0912,The lady packed her bag,2
6094111f05a8a1d7a1331eec,8,speech_pilot_60t,bkbf1301,The fruit came in a box,1
60a3eb7f3af78045aef70069,8,speech_pilot_60t,bkbf1504,The shop closed for lunch,0
60a7a7500329de081813449b,8,speech_pilot_60t,bkbf0901,The book tells a story,1
60ac3bd676946e7491640234,8,speech_pilot_60t,bkbf1111,The cow gave some milk,2
5c730ca1f674750001df8d09,9,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5cc5c6dbe0df3f00121404c0,9,speech_pilot_60t,bkbf1301,The fruit came in a box,0
5d838915e3876a00014c44b9,9,speech_pilot_60t,bkbf0213,Some sticks were under the tree,2
5da57bdaca1b86001770b13d,9,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
5e0272eab1fb05df866cb113,9,speech_pilot_60t,bkbf0912,The lady packed her bag,3
5e1b2dea8b90cb3502480bc9,9,speech_pilot_60t,bkbf1208,The bread van's coming,1
5e7921fcbd76c94d6b4fac57,9,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
5e94dc714b34ff84c349e18c,9,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5eff7df90aede705593e92d7,9,speech_pilot_60t,bkbf0214,The little baby sleeps,3
5f11ae10e3411a04c189ae61,9,speech_pilot_60t,bkbf1415,The grass is getting long,3
5f203ef1f055ba0b51cdbd9f,9,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
5f2e676e17eb961c58928b91,9,speech_pilot_60t,bkbf1210,The football game's over,3
5f493fea06249046a8db8569,9,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5f56586779a86f05faa07be4,9,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,1
5f7f16eb45861703806170e6,9,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f7f3a1031fc3c08f47ff478,9,speech_pilot_60t,bkbf1914,The girl held a mirror,0
5f87293ac383790f14df903c,9,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5fe2672ce7a1d2df1d2cc0ba,9,speech_pilot_60t,bkbf0310,The man cleaned his shoes,2
5ff74e9756bc433d405a5773,9,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5ffed99b5991d45ce2eb9e7a,9,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
600c3a4cf1786b0d29f2e0b5,9,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
601d160d8b17da043f490fd8,9,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
6073631553d2939cf73b0f2d,9,speech_pilot_60t,bkbf0502,The matches lie on the shelf,0
607dccecbcc9727694d62c31,9,speech_pilot_60t,bkbf1415,The grass is getting long,3
60870e7b286405a9ad9ec7e7,9,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
608ac826799bec5934dcc129,9,speech_pilot_60t,bkbf1609,Some men shave in the morning,2
6094111f05a8a1d7a1331eec,9,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
60a3eb7f3af78045aef70069,9,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
60a7a7500329de081813449b,9,speech_pilot_60t,bkbf0504,The train had a bad crash,3
60ac3bd676946e7491640234,9,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
5c730ca1f674750001df8d09,10,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
5cc5c6dbe0df3f00121404c0,10,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5d838915e3876a00014c44b9,10,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
5da57bdaca1b86001770b13d,10,speech_pilot_60t,bkbf0414,The cooks making a cake,0
5e0272eab1fb05df866cb113,10,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5e1b2dea8b90cb3502480bc9,10,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5e7921fcbd76c94d6b4fac57,10,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5e94dc714b34ff84c349e18c,10,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5eff7df90aede705593e92d7,10,speech_pilot_60t,bkbf0213,Some sticks were under the tree,3
5f11ae10e3411a04c189ae61,10,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f203ef1f055ba0b51cdbd9f,10,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
5f2e676e17eb961c58928b91,10,speech_pilot_60t,bkbf0107,The green tomatoes are small,1
5f493fea06249046a8db8569,10,speech_pilot_60t,bkbf1701,The apple pie's cooking,2
5f56586779a86f05faa07be4,10,speech_pilot_60t,bkbf1203,The front garden was pretty,2
5f7f16eb45861703806170e6,10,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5f7f3a1031fc3c08f47ff478,10,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5f87293ac383790f14df903c,10,speech_pilot_60t,bkbf0209,Shes taking her coat,3
5fe2672ce7a1d2df1d2cc0ba,10,speech_pilot_60t,bkbf1516,The puppy plays with a ball,1
5ff74e9756bc433d405a5773,10,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
5ffed99b5991d45ce2eb9e7a,10,speech_pilot_60t,bkbf1914,The girl held a mirror,0
600c3a4cf1786b0d29f2e0b5,10,speech_pilot_60t,bkbf0414,The cooks making a cake,3
601d160d8b17da043f490fd8,10,speech_pilot_60t,bkbf1907,A grocer sells butter,0
6073631553d2939cf73b0f2d,10,speech_pilot_60t,bkbf0109,The postman shut the gate,1
607dccecbcc9727694d62c31,10,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
60870e7b286405a9ad9ec7e7,10,speech_pilot_60t,bkbf0109,The postman shut the gate,3
608ac826799bec5934dcc129,10,speech_pilot_60t,bkbf1610,The driver lost his way,3
6094111f05a8a1d7a1331eec,10,speech_pilot_60t,bkbf1616,The painter used a brush,3
60a3eb7f3af78045aef70069,10,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
60a7a7500329de081813449b,10,speech_pilot_60t,bkbf1212,The children help the milkman,2
60ac3bd676946e7491640234,10,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5c730ca1f674750001df8d09,11,speech_pilot_60t,bkbf1415,The grass is getting long,1
5cc5c6dbe0df3f00121404c0,11,speech_pilot_60t,bkbf1212,The children help the milkman,2
5d838915e3876a00014c44b9,11,speech_pilot_60t,bkbf0803,The match boxes are empty,3
5da57bdaca1b86001770b13d,11,speech_pilot_60t,bkbf1205,The taps are above the sink,0
5e0272eab1fb05df866cb113,11,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5e1b2dea8b90cb3502480bc9,11,speech_pilot_60t,bkbf1703,The sky was very blue,2
5e7921fcbd76c94d6b4fac57,11,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5e94dc714b34ff84c349e18c,11,speech_pilot_60t,bkbf2114,The kettle boiled quickly,3
5eff7df90aede705593e92d7,11,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,1
5f11ae10e3411a04c189ae61,11,speech_pilot_60t,bkbf0501,The bath towel was wet,3
5f203ef1f055ba0b51cdbd9f,11,speech_pilot_60t,bkbf0901,The book tells a story,0
5f2e676e17eb961c58928b91,11,speech_pilot_60t,bkbf1205,The taps are above the sink,2
5f493fea06249046a8db8569,11,speech_pilot_60t,bkbf0213,Some sticks were under the tree,3
5f56586779a86f05faa07be4,11,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5f7f16eb45861703806170e6,11,speech_pilot_60t,bkbf0512,Somebody took the money,3
5f7f3a1031fc3c08f47ff478,11,speech_pilot_60t,bkbf0912,The lady packed her bag,3
5f87293ac383790f14df903c,11,speech_pilot_60t,bkbf1208,The bread van's coming,1
5fe2672ce7a1d2df1d2cc0ba,11,speech_pilot_60t,bkbf0901,The book tells a story,0
5ff74e9756bc433d405a5773,11,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5ffed99b5991d45ce2eb9e7a,11,speech_pilot_60t,bkbf1609,Some men shave in the morning,1
600c3a4cf1786b0d29f2e0b5,11,speech_pilot_60t,bkbf1610,The driver lost his way,3
601d160d8b17da043f490fd8,11,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
6073631553d2939cf73b0f2d,11,speech_pilot_60t,bkbf1613,The oven door was open,1
607dccecbcc9727694d62c31,11,speech_pilot_60t,bkbf0204,The old gloves are dirty,2
60870e7b286405a9ad9ec7e7,11,speech_pilot_60t,bkbf0116,The ice cream was pink,3
608ac826799bec5934dcc129,11,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
6094111f05a8a1d7a1331eec,11,speech_pilot_60t,bkbf0209,Shes taking her coat,0
60a3eb7f3af78045aef70069,11,speech_pilot_60t,bkbf0210,The police chased the car,1
60a7a7500329de081813449b,11,speech_pilot_60t,bkbf1008,Someones crossing the road,3
60ac3bd676946e7491640234,11,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
5c730ca1f674750001df8d09,12,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5cc5c6dbe0df3f00121404c0,12,speech_pilot_60t,bkbf2016,The flower stands in a pot,1
5d838915e3876a00014c44b9,12,speech_pilot_60t,bkbf1609,Some men shave in the morning,2
5da57bdaca1b86001770b13d,12,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5e0272eab1fb05df866cb113,12,speech_pilot_60t,bkbf0210,The police chased the car,0
5e1b2dea8b90cb3502480bc9,12,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5e7921fcbd76c94d6b4fac57,12,speech_pilot_60t,bkbf0101,The clown had a funny face,2
5e94dc714b34ff84c349e18c,12,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5eff7df90aede705593e92d7,12,speech_pilot_60t,bkbf1610,The driver lost his way,3
5f11ae10e3411a04c189ae61,12,speech_pilot_60t,bkbf2016,The flower stands in a pot,2
5f203ef1f055ba0b51cdbd9f,12,speech_pilot_60t,bkbf1703,The sky was very blue,3
5f2e676e17eb961c58928b91,12,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5f493fea06249046a8db8569,12,speech_pilot_60t,bkbf0301,The glass bowl broke,1
5f56586779a86f05faa07be4,12,speech_pilot_60t,bkbf1208,The bread van's coming,3
5f7f16eb45861703806170e6,12,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5f7f3a1031fc3c08f47ff478,12,speech_pilot_60t,bkbf0901,The book tells a story,1
5f87293ac383790f14df903c,12,speech_pilot_60t,bkbf0512,Somebody took the money,2
5fe2672ce7a1d2df1d2cc0ba,12,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5ff74e9756bc433d405a5773,12,speech_pilot_60t,bkbf1703,The sky was very blue,3
5ffed99b5991d45ce2eb9e7a,12,speech_pilot_60t,bkbf1415,The grass is getting long,1
600c3a4cf1786b0d29f2e0b5,12,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
601d160d8b17da043f490fd8,12,speech_pilot_60t,bkbf0504,The train had a bad crash,3
