participant,trial,task,sentence,answer_speech,keyword_1,keyword_2,keyword_3,count_correct,prompt,answer_img,response,correctness,rt
61239af1c1ec6fafa7849258,13,speech_td_24_36,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,TD_24_36_seq_35.png,Yes,Yes,1,448.8
61239af1c1ec6fafa7849258,38,speech_td_24_36,bkbf1609,Some men shave in the morning,men,shave,morning,1,TD_24_36_seq_36.png,Yes,Yes,1,579.9
61239af1c1ec6fafa7849258,4,speech_td_24_36,bkbf1616,The painter used a brush,painter,used,brush,1,TD_24_36_seq_37.png,Yes,Yes,1,410.3
61239af1c1ec6fafa7849258,34,speech_td_24_36,bkbf1701,The apple pie's cooking,apple,pies,cooking,1,TD_24_36_seq_38.png,Yes,Yes,1,551.7
61239af1c1ec6fafa7849258,22,speech_td_24_36,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,TD_24_36_seq_39.png,Yes,Yes,1,323.5
61239af1c1ec6fafa7849258,25,speech_td_24_36,bkbf1907,A grocer sells butter,grocer,sells,butter,3,TD_24_36_seq_40.png,Yes,Yes,1,518.3
61239af1c1ec6fafa7849258,11,speech_td_24_36,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_24_36_seq_41.png,Yes,Yes,1,465.1
61239af1c1ec6fafa7849258,27,speech_td_24_36,bkbf2016,The flower stands in a pot,flower,stands,pot,0,TD_24_36_seq_42.png,Yes,Yes,1,541.4
61239af1c1ec6fafa7849258,15,speech_td_24_36,bkbf2110,The egg cups are on the table,egg,cups,table,3,TD_24_36_seq_43.png,Yes,Yes,1,374.2
61239af1c1ec6fafa7849258,33,speech_td_24_36,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_24_36_seq_44.png,Yes,Yes,1,399.5
6124a2f677a0a64964262351,11,speech_td_24_36,bkbf0109,The postman shut the gate,postman,shut,gate,0,TD_24_36_seq_3.png,No,No,1,1517.6
6124a2f677a0a64964262351,7,speech_td_24_36,bkbf0201,The ladder's near the door,ladders,near,door,0,TD_24_36_seq_4.png,No,No,1,1949.8
6124a2f677a0a64964262351,6,speech_td_24_36,bkbf0204,The old gloves are dirty,old,gloves,dirty,1,TD_24_36_seq_5.png,No,Yes,0,698.8
6124a2f677a0a64964262351,30,speech_td_24_36,bkbf0206,The thin dog was hungry,thin,dog,hungry,2,TD_24_36_seq_6.png,No,Yes,0,510.7
6124a2f677a0a64964262351,13,speech_td_24_36,bkbf0210,The police chased the car,police,chased,car,3,TD_24_36_seq_7.png,No,No,1,376.3
6124a2f677a0a64964262351,9,speech_td_24_36,bkbf0213,Some sticks were under the tree,sticks,under,tree,1,TD_24_36_seq_8.png,No,No,1,331.7
6124a2f677a0a64964262351,36,speech_td_24_36,bkbf0216,The school finished early,school,finished,early,1,TD_24_36_seq_9.png,No,No,1,484.6
6124a2f677a0a64964262351,26,speech_td_24_36,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,TD_24_36_seq_10.png,No,No,1,492.3
6124a2f677a0a64964262351,4,speech_td_24_36,bkbf0411,The jam jar was full,jam,jar,full,3,TD_24_36_seq_11.png,No,No,1,469.1
6124a2f677a0a64964262351,19,speech_td_24_36,bkbf0414,The cooks making a cake,cooks,making,cake,2,TD_24_36_seq_12.png,No,Yes,0,538.6
6124a2f677a0a64964262351,14,speech_td_24_36,bkbf0501,The bath towel was wet,bath,towel,wet,3,TD_24_36_seq_13.png,No,No,1,1257.3
6124a2f677a0a64964262351,2,speech_td_24_36,bkbf0502,The matches lie on the shelf,matches,lie,shelf,2,TD_24_36_seq_14.png,No,Yes,0,1216.8
6124a2f677a0a64964262351,17,speech_td_24_36,bkbf0512,Somebody took the money,Somebody,took,money,3,TD_24_36_seq_15.png,No,Yes,0,592.8
6124a2f677a0a64964262351,34,speech_td_24_36,bkbf0602,The mother stirs the tea,mother,stirs,tea,1,TD_24_36_seq_16.png,No,No,1,563.2
6124a2f677a0a64964262351,22,speech_td_24_36,bkbf0615,The broom stood in the corner,broom,stood,corner,1,TD_24_36_seq_17.png,No,Yes,0,892.9
6124a2f677a0a64964262351,8,speech_td_24_36,bkbf0714,The orange was quite sweet,orange,quite,sweet,1,TD_24_36_seq_18.png,No,Yes,0,655.1
6124a2f677a0a64964262351,21,speech_td_24_36,bkbf0803,The match boxes are empty,match,boxes,empty,2,TD_24_36_seq_19.png,No,No,1,368.1
6124a2f677a0a64964262351,31,speech_td_24_36,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,TD_24_36_seq_20.png,No,Yes,0,524.7
6124a2f677a0a64964262351,12,speech_td_24_36,bkbf0906,A letter fell on the mat,letter,fell,mat,1,TD_24_36_seq_21.png,No,No,1,1401.9
6124a2f677a0a64964262351,33,speech_td_24_36,bkbf0912,The lady packed her bag,lady,packed,bag,3,TD_24_36_seq_22.png,No,No,1,360.1
6124a2f677a0a64964262351,37,speech_td_24_36,bkbf0913,The dinner plate's hot,dinner,plates,hot,3,TD_24_36_seq_25.png,Yes,No,0,548.8
6124a2f677a0a64964262351,3,speech_td_24_36,bkbf1008,Someones crossing the road,Someones,crossing,road,3,TD_24_36_seq_26.png,Yes,Yes,1,847.3
6124a2f677a0a64964262351,10,speech_td_24_36,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_24_36_seq_27.png,Yes,Yes,1,323.1
6124a2f677a0a64964262351,1,speech_td_24_36,bkbf1205,The taps are above the sink,taps,above,sink,0,TD_24_36_seq_28.png,Yes,Yes,1,813.3
6124a2f677a0a64964262351,27,speech_td_24_36,bkbf1208,The bread van's coming,bread,vans,coming,2,TD_24_36_seq_29.png,Yes,Yes,1,489.4
6124a2f677a0a64964262351,25,speech_td_24_36,bkbf1212,The children help the milkman,children,help,milkman,3,TD_24_36_seq_30.png,Yes,No,0,450.2
6124a2f677a0a64964262351,39,speech_td_24_36,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_24_36_seq_31.png,Yes,No,0,460.2
6124a2f677a0a64964262351,28,speech_td_24_36,bkbf1301,The fruit came in a box,fruit,came,box,2,TD_24_36_seq_32.png,Yes,No,0,460.4
6124a2f677a0a64964262351,16,speech_td_24_36,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,TD_24_36_seq_33.png,Yes,Yes,1,385.8
6124a2f677a0a64964262351,18,speech_td_24_36,bkbf1415,The grass is getting long,grass,getting,long,3,TD_24_36_seq_34.png,Yes,No,0,329.5
6124a2f677a0a64964262351,15,speech_td_24_36,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,TD_24_36_seq_35.png,Yes,No,0,455.8
6124a2f677a0a64964262351,38,speech_td_24_36,bkbf1609,Some men shave in the morning,men,shave,morning,1,TD_24_36_seq_36.png,Yes,No,0,416.7
6124a2f677a0a64964262351,5,speech_td_24_36,bkbf1616,The painter used a brush,painter,used,brush,1,TD_24_36_seq_37.png,Yes,Yes,1,287.9
6124a2f677a0a64964262351,32,speech_td_24_36,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,TD_24_36_seq_38.png,Yes,No,0,522.2
6124a2f677a0a64964262351,24,speech_td_24_36,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,TD_24_36_seq_39.png,Yes,No,0,332.9
6124a2f677a0a64964262351,23,speech_td_24_36,bkbf1907,A grocer sells butter,grocer,sells,butter,2,TD_24_36_seq_40.png,Yes,No,0,443.7
6124a2f677a0a64964262351,40,speech_td_24_36,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,1,TD_24_36_seq_41.png,Yes,Yes,1,598.2
6124a2f677a0a64964262351,20,speech_td_24_36,bkbf2016,The flower stands in a pot,flower,stands,pot,1,TD_24_36_seq_42.png,Yes,Yes,1,1544.3
6124a2f677a0a64964262351,29,speech_td_24_36,bkbf2110,The egg cups are on the table,egg,cups,table,3,TD_24_36_seq_43.png,Yes,Yes,1,753.8
6124a2f677a0a64964262351,35,speech_td_24_36,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_24_36_seq_44.png,Yes,Yes,1,452
6126441c9c8ec5ea6230ba17,33,speech_td_0_12,bkbf0109,The postman shut the gate,postman,shut,gate,3,TD_0_12_seq_3.png,No,No,1,264.3999999
6126441c9c8ec5ea6230ba17,20,speech_td_0_12,bkbf0201,The ladder's near the door,ladders,near,door,3,TD_0_12_seq_4.png,No,Yes,0,236.4000001
6126441c9c8ec5ea6230ba17,27,speech_td_0_12,bkbf0204,The old gloves are dirty,old,gloves,dirty,3,TD_0_12_seq_5.png,No,Yes,0,261.9000001
6126441c9c8ec5ea6230ba17,31,speech_td_0_12,bkbf0206,The thin dog was hungry,thin,dog,hungry,0,TD_0_12_seq_6.png,No,No,1,301.2
6126441c9c8ec5ea6230ba17,21,speech_td_0_12,bkbf0210,The police chased the car,police,chased,car,3,TD_0_12_seq_7.png,No,Yes,0,183.1000001
6126441c9c8ec5ea6230ba17,28,speech_td_0_12,bkbf0213,Some sticks were under the tree,sticks,under,tree,2,TD_0_12_seq_8.png,No,No,1,303.2
6126441c9c8ec5ea6230ba17,19,speech_td_0_12,bkbf0216,The school finished early,school,finished,early,3,TD_0_12_seq_9.png,No,Yes,0,348
6126441c9c8ec5ea6230ba17,38,speech_td_0_12,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,TD_0_12_seq_10.png,No,Yes,0,358.8
6126441c9c8ec5ea6230ba17,2,speech_td_0_12,bkbf0411,The jam jar was full,jam,jar,full,3,TD_0_12_seq_11.png,No,No,1,1076.2
6126441c9c8ec5ea6230ba17,4,speech_td_0_12,bkbf0414,The cooks making a cake,cooks,making,cake,0,TD_0_12_seq_12.png,No,Yes,0,299.9000001
6126441c9c8ec5ea6230ba17,15,speech_td_0_12,bkbf0501,The bath towel was wet,bath,towel,wet,3,TD_0_12_seq_13.png,No,No,1,185.1999998
6126441c9c8ec5ea6230ba17,14,speech_td_0_12,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,TD_0_12_seq_14.png,No,No,1,273.3000002
6126441c9c8ec5ea6230ba17,39,speech_td_0_12,bkbf0512,Somebody took the money,Somebody,took,money,3,TD_0_12_seq_15.png,No,No,1,102.5
6126441c9c8ec5ea6230ba17,3,speech_td_0_12,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_0_12_seq_16.png,No,No,1,455.5
6126441c9c8ec5ea6230ba17,37,speech_td_0_12,bkbf0615,The broom stood in the corner,broom,stood,corner,3,TD_0_12_seq_17.png,No,No,1,133.3
6126441c9c8ec5ea6230ba17,6,speech_td_0_12,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,TD_0_12_seq_18.png,No,Yes,0,293.5
6126441c9c8ec5ea6230ba17,11,speech_td_0_12,bkbf0803,The match boxes are empty,match,boxes,empty,0,TD_0_12_seq_19.png,No,Yes,0,357
6126441c9c8ec5ea6230ba17,16,speech_td_0_12,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,3,TD_0_12_seq_20.png,No,Yes,0,308.7
6126441c9c8ec5ea6230ba17,10,speech_td_0_12,bkbf0906,A letter fell on the mat,letter,fell,mat,1,TD_0_12_seq_21.png,No,Yes,0,311.7
6126441c9c8ec5ea6230ba17,8,speech_td_0_12,bkbf0912,The lady packed her bag,lady,packed,bag,3,TD_0_12_seq_22.png,No,Yes,0,252.1000001
6126441c9c8ec5ea6230ba17,24,speech_td_0_12,bkbf0913,The dinner plate's hot,dinner,plates,hot,2,TD_0_12_seq_25.png,Yes,Yes,1,274.8000002
6126441c9c8ec5ea6230ba17,30,speech_td_0_12,bkbf1008,Someones crossing the road,Someones,crossing,road,3,TD_0_12_seq_26.png,Yes,Yes,1,439.5
6126441c9c8ec5ea6230ba17,25,speech_td_0_12,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_0_12_seq_27.png,Yes,Yes,1,292.5999999
6126441c9c8ec5ea6230ba17,23,speech_td_0_12,bkbf1205,The taps are above the sink,taps,above,sink,2,TD_0_12_seq_28.png,Yes,Yes,1,271.6000001
6126441c9c8ec5ea6230ba17,29,speech_td_0_12,bkbf1208,The bread van's coming,bread,vans,coming,2,TD_0_12_seq_29.png,Yes,Yes,1,314.5999999
6126441c9c8ec5ea6230ba17,5,speech_td_0_12,bkbf1212,The children help the milkman,children,help,milkman,2,TD_0_12_seq_30.png,Yes,Yes,1,274.4000001
6126441c9c8ec5ea6230ba17,34,speech_td_0_12,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_0_12_seq_31.png,Yes,Yes,1,318.0999999
6126441c9c8ec5ea6230ba17,36,speech_td_0_12,bkbf1301,The fruit came in a box,fruit,came,box,0,TD_0_12_seq_32.png,Yes,No,0,284.1000001
6126441c9c8ec5ea6230ba17,1,speech_td_0_12,bkbf1408,The kitchen window was clean,kitchen,window,clean,0,TD_0_12_seq_33.png,Yes,Yes,1,650.5
6126441c9c8ec5ea6230ba17,26,speech_td_0_12,bkbf1415,The grass is getting long,grass,getting,long,3,TD_0_12_seq_34.png,Yes,No,0,328.9000001
6126441c9c8ec5ea6230ba17,32,speech_td_0_12,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,TD_0_12_seq_35.png,Yes,Yes,1,347.8
6126441c9c8ec5ea6230ba17,22,speech_td_0_12,bkbf1609,Some men shave in the morning,men,shave,morning,0,TD_0_12_seq_36.png,Yes,Yes,1,429.8
6126441c9c8ec5ea6230ba17,35,speech_td_0_12,bkbf1616,The painter used a brush,painter,used,brush,3,TD_0_12_seq_37.png,Yes,Yes,1,329.3000002
6126441c9c8ec5ea6230ba17,13,speech_td_0_12,bkbf1701,The apple pie's cooking,apple,pies,cooking,1,TD_0_12_seq_38.png,Yes,Yes,1,338.8
6126441c9c8ec5ea6230ba17,9,speech_td_0_12,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,TD_0_12_seq_39.png,Yes,Yes,1,367.5
6126441c9c8ec5ea6230ba17,7,speech_td_0_12,bkbf1907,A grocer sells butter,grocer,sells,butter,2,TD_0_12_seq_40.png,Yes,Yes,1,386.2
6126441c9c8ec5ea6230ba17,40,speech_td_0_12,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_0_12_seq_41.png,Yes,No,0,1142.8
6126441c9c8ec5ea6230ba17,12,speech_td_0_12,bkbf2016,The flower stands in a pot,flower,stands,pot,1,TD_0_12_seq_42.png,Yes,Yes,1,415.7
6126441c9c8ec5ea6230ba17,18,speech_td_0_12,bkbf2110,The egg cups are on the table,egg,cups,table,1,TD_0_12_seq_43.png,Yes,Yes,1,283.8
6126441c9c8ec5ea6230ba17,17,speech_td_0_12,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_0_12_seq_44.png,Yes,Yes,1,332.5
6127b734361bea878f1a7659,5,speech_td_0_12,bkbf0109,The postman shut the gate,postman,shut,gate,1,TD_0_12_seq_3.png,No,No,1,833.9
6127b734361bea878f1a7659,11,speech_td_0_12,bkbf0201,The ladder's near the door,ladders,near,door,0,TD_0_12_seq_4.png,No,Yes,0,556.7
6127b734361bea878f1a7659,30,speech_td_0_12,bkbf0204,The old gloves are dirty,old,gloves,dirty,0,TD_0_12_seq_5.png,No,No,1,466.9
6127b734361bea878f1a7659,21,speech_td_0_12,bkbf0206,The thin dog was hungry,thin,dog,hungry,2,TD_0_12_seq_6.png,No,Yes,0,480.6
6127b734361bea878f1a7659,15,speech_td_0_12,bkbf0210,The police chased the car,police,chased,car,1,TD_0_12_seq_7.png,No,No,1,479.3
6127b734361bea878f1a7659,29,speech_td_0_12,bkbf0213,Some sticks were under the tree,sticks,under,tree,1,TD_0_12_seq_8.png,No,Yes,0,635.9
6127b734361bea878f1a7659,40,speech_td_0_12,bkbf0216,The school finished early,school,finished,early,0,TD_0_12_seq_9.png,No,No,1,396.5
6127b734361bea878f1a7659,1,speech_td_0_12,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,1,TD_0_12_seq_10.png,No,Yes,0,951.8
6127b734361bea878f1a7659,36,speech_td_0_12,bkbf0411,The jam jar was full,jam,jar,full,3,TD_0_12_seq_11.png,No,Yes,0,965.5
6127b734361bea878f1a7659,7,speech_td_0_12,bkbf0414,The cooks making a cake,cooks,making,cake,0,TD_0_12_seq_12.png,No,No,1,525.1
6127b734361bea878f1a7659,24,speech_td_0_12,bkbf0501,The bath towel was wet,bath,towel,wet,3,TD_0_12_seq_13.png,No,No,1,584.8
6127b734361bea878f1a7659,23,speech_td_0_12,bkbf0502,The matches lie on the shelf,matches,lie,shelf,1,TD_0_12_seq_14.png,No,No,1,898.1
6127b734361bea878f1a7659,25,speech_td_0_12,bkbf0512,Somebody took the money,Somebody,took,money,3,TD_0_12_seq_15.png,No,Yes,0,434.8
6127b734361bea878f1a7659,34,speech_td_0_12,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_0_12_seq_16.png,No,Yes,0,398.2
6127b734361bea878f1a7659,20,speech_td_0_12,bkbf0615,The broom stood in the corner,broom,stood,corner,0,TD_0_12_seq_17.png,No,No,1,801.8
6127b734361bea878f1a7659,33,speech_td_0_12,bkbf0714,The orange was quite sweet,orange,quite,sweet,1,TD_0_12_seq_18.png,No,No,1,922.7
6127b734361bea878f1a7659,16,speech_td_0_12,bkbf0803,The match boxes are empty,match,boxes,empty,3,TD_0_12_seq_19.png,No,No,1,665.6
6127b734361bea878f1a7659,27,speech_td_0_12,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,TD_0_12_seq_20.png,No,No,1,1014.3
6127b734361bea878f1a7659,18,speech_td_0_12,bkbf0906,A letter fell on the mat,letter,fell,mat,0,TD_0_12_seq_21.png,No,No,1,382.7
6127b734361bea878f1a7659,26,speech_td_0_12,bkbf0912,The lady packed her bag,lady,packed,bag,1,TD_0_12_seq_22.png,No,No,1,567.7
6127b734361bea878f1a7659,19,speech_td_0_12,bkbf0913,The dinner plate's hot,dinner,plates,hot,1,TD_0_12_seq_25.png,Yes,Yes,1,601.6
6127b734361bea878f1a7659,14,speech_td_0_12,bkbf1008,Someones crossing the road,Someones,crossing,road,0,TD_0_12_seq_26.png,Yes,Yes,1,380.8
6127b734361bea878f1a7659,9,speech_td_0_12,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_0_12_seq_27.png,Yes,No,0,626.4
6127b734361bea878f1a7659,35,speech_td_0_12,bkbf1205,The taps are above the sink,taps,above,sink,0,TD_0_12_seq_28.png,Yes,No,0,756.2
6127b734361bea878f1a7659,4,speech_td_0_12,bkbf1208,The bread van's coming,bread,vans,coming,1,TD_0_12_seq_29.png,Yes,No,0,617
6127b734361bea878f1a7659,8,speech_td_0_12,bkbf1212,The children help the milkman,children,help,milkman,1,TD_0_12_seq_30.png,Yes,Yes,1,823.2
6127b734361bea878f1a7659,3,speech_td_0_12,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_0_12_seq_31.png,Yes,No,0,1146.1
6127b734361bea878f1a7659,17,speech_td_0_12,bkbf1301,The fruit came in a box,fruit,came,box,1,TD_0_12_seq_32.png,Yes,No,0,622.2
6127b734361bea878f1a7659,39,speech_td_0_12,bkbf1408,The kitchen window was clean,kitchen,window,clean,1,TD_0_12_seq_33.png,Yes,No,0,552.7
6127b734361bea878f1a7659,10,speech_td_0_12,bkbf1415,The grass is getting long,grass,getting,long,1,TD_0_12_seq_34.png,Yes,Yes,1,442
6127b734361bea878f1a7659,37,speech_td_0_12,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,TD_0_12_seq_35.png,Yes,Yes,1,453.7
6127b734361bea878f1a7659,22,speech_td_0_12,bkbf1609,Some men shave in the morning,men,shave,morning,1,TD_0_12_seq_36.png,Yes,Yes,1,517.7
6127b734361bea878f1a7659,32,speech_td_0_12,bkbf1616,The painter used a brush,painter,used,brush,0,TD_0_12_seq_37.png,Yes,Yes,1,428.3
6127b734361bea878f1a7659,2,speech_td_0_12,bkbf1701,The apple pie's cooking,apple,pies,cooking,1,TD_0_12_seq_38.png,Yes,No,0,564.1
6127b734361bea878f1a7659,12,speech_td_0_12,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,0,TD_0_12_seq_39.png,Yes,No,0,504.6
6127b734361bea878f1a7659,6,speech_td_0_12,bkbf1907,A grocer sells butter,grocer,sells,butter,0,TD_0_12_seq_40.png,Yes,Yes,1,534.6
6127b734361bea878f1a7659,31,speech_td_0_12,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_0_12_seq_41.png,Yes,Yes,1,499
6127b734361bea878f1a7659,13,speech_td_0_12,bkbf2016,The flower stands in a pot,flower,stands,pot,0,TD_0_12_seq_42.png,Yes,Yes,1,487.4
6127b734361bea878f1a7659,38,speech_td_0_12,bkbf2110,The egg cups are on the table,egg,cups,table,1,TD_0_12_seq_43.png,Yes,No,0,1069.7
6127b734361bea878f1a7659,28,speech_td_0_12,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_0_12_seq_44.png,Yes,Yes,1,1243.6
6127fa8b8568a109b5292cba,10,speech_td_0_12,bkbf0109,The postman shut the gate,postman,shut,gate,3,TD_0_12_seq_3.png,No,Yes,0,470.1
6127fa8b8568a109b5292cba,5,speech_td_0_12,bkbf0201,The ladder's near the door,ladders,near,door,3,TD_0_12_seq_4.png,No,No,1,472.9000001
6127fa8b8568a109b5292cba,22,speech_td_0_12,bkbf0204,The old gloves are dirty,old,gloves,dirty,3,TD_0_12_seq_5.png,No,Yes,0,336.8
6127fa8b8568a109b5292cba,3,speech_td_0_12,bkbf0206,The thin dog was hungry,thin,dog,hungry,0,TD_0_12_seq_6.png,No,No,1,612.1
6127fa8b8568a109b5292cba,33,speech_td_0_12,bkbf0210,The police chased the car,police,chased,car,0,TD_0_12_seq_7.png,No,Yes,0,489.2
6127fa8b8568a109b5292cba,17,speech_td_0_12,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,TD_0_12_seq_8.png,No,Yes,0,587.1
6127fa8b8568a109b5292cba,26,speech_td_0_12,bkbf0216,The school finished early,school,finished,early,3,TD_0_12_seq_9.png,No,Yes,0,495.9
6127fa8b8568a109b5292cba,40,speech_td_0_12,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,0,TD_0_12_seq_10.png,No,No,1,1929.8
6127fa8b8568a109b5292cba,23,speech_td_0_12,bkbf0411,The jam jar was full,jam,jar,full,3,TD_0_12_seq_11.png,No,Yes,0,623.5
6127fa8b8568a109b5292cba,21,speech_td_0_12,bkbf0414,The cooks making a cake,cooks,making,cake,2,TD_0_12_seq_12.png,No,Yes,0,560.7
6127fa8b8568a109b5292cba,13,speech_td_0_12,bkbf0501,The bath towel was wet,bath,towel,wet,3,TD_0_12_seq_13.png,No,No,1,518.1
6127fa8b8568a109b5292cba,20,speech_td_0_12,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,TD_0_12_seq_14.png,No,No,1,478
6127fa8b8568a109b5292cba,19,speech_td_0_12,bkbf0512,Somebody took the money,Somebody,took,money,3,TD_0_12_seq_15.png,No,No,1,515.9999999
6127fa8b8568a109b5292cba,35,speech_td_0_12,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_0_12_seq_16.png,No,Yes,0,465.3
6127fa8b8568a109b5292cba,1,speech_td_0_12,bkbf0615,The broom stood in the corner,broom,stood,corner,0,TD_0_12_seq_17.png,No,No,1,719.6000001
6127fa8b8568a109b5292cba,39,speech_td_0_12,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,TD_0_12_seq_18.png,No,No,1,512
6127fa8b8568a109b5292cba,14,speech_td_0_12,bkbf0803,The match boxes are empty,match,boxes,empty,3,TD_0_12_seq_19.png,No,Yes,0,530.7
6127fa8b8568a109b5292cba,7,speech_td_0_12,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,TD_0_12_seq_20.png,No,Yes,0,726.6000001
6127fa8b8568a109b5292cba,6,speech_td_0_12,bkbf0906,A letter fell on the mat,letter,fell,mat,2,TD_0_12_seq_21.png,No,No,1,447.1
6127fa8b8568a109b5292cba,27,speech_td_0_12,bkbf0912,The lady packed her bag,lady,packed,bag,0,TD_0_12_seq_22.png,No,Yes,0,509.7000001
6127fa8b8568a109b5292cba,15,speech_td_0_12,bkbf0913,The dinner plate's hot,dinner,plates,hot,3,TD_0_12_seq_25.png,Yes,Yes,1,467.3
6127fa8b8568a109b5292cba,8,speech_td_0_12,bkbf1008,Someones crossing the road,Someones,crossing,road,3,TD_0_12_seq_26.png,Yes,Yes,1,462.3
6127fa8b8568a109b5292cba,32,speech_td_0_12,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_0_12_seq_27.png,Yes,Yes,1,505.1
6127fa8b8568a109b5292cba,31,speech_td_0_12,bkbf1205,The taps are above the sink,taps,above,sink,3,TD_0_12_seq_28.png,Yes,No,0,870.4
6127fa8b8568a109b5292cba,9,speech_td_0_12,bkbf1208,The bread van's coming,bread,vans,coming,1,TD_0_12_seq_29.png,Yes,Yes,1,443.2
6127fa8b8568a109b5292cba,29,speech_td_0_12,bkbf1212,The children help the milkman,children,help,milkman,2,TD_0_12_seq_30.png,Yes,Yes,1,756.7
6127fa8b8568a109b5292cba,18,speech_td_0_12,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_0_12_seq_31.png,Yes,Yes,1,554.7
6127fa8b8568a109b5292cba,25,speech_td_0_12,bkbf1301,The fruit came in a box,fruit,came,box,0,TD_0_12_seq_32.png,Yes,No,0,451.8
6127fa8b8568a109b5292cba,24,speech_td_0_12,bkbf1408,The kitchen window was clean,kitchen,window,clean,2,TD_0_12_seq_33.png,Yes,No,0,391.5
6127fa8b8568a109b5292cba,34,speech_td_0_12,bkbf1415,The grass is getting long,grass,getting,long,3,TD_0_12_seq_34.png,Yes,Yes,1,423.5
6127fa8b8568a109b5292cba,12,speech_td_0_12,bkbf1516,The puppy plays with a ball,puppy,plays,ball,0,TD_0_12_seq_35.png,Yes,Yes,1,603.5000001
6127fa8b8568a109b5292cba,11,speech_td_0_12,bkbf1609,Some men shave in the morning,men,shave,morning,0,TD_0_12_seq_36.png,Yes,Yes,1,559.6
6127fa8b8568a109b5292cba,2,speech_td_0_12,bkbf1616,The painter used a brush,painter,used,brush,3,TD_0_12_seq_37.png,Yes,Yes,1,684.1000001
6127fa8b8568a109b5292cba,38,speech_td_0_12,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,TD_0_12_seq_38.png,Yes,Yes,1,399
6127fa8b8568a109b5292cba,28,speech_td_0_12,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,0,TD_0_12_seq_39.png,Yes,Yes,1,2688.3
6127fa8b8568a109b5292cba,30,speech_td_0_12,bkbf1907,A grocer sells butter,grocer,sells,butter,3,TD_0_12_seq_40.png,Yes,Yes,1,367.9999999
6127fa8b8568a109b5292cba,4,speech_td_0_12,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_0_12_seq_41.png,Yes,Yes,1,541.9000001
6127fa8b8568a109b5292cba,37,speech_td_0_12,bkbf2016,The flower stands in a pot,flower,stands,pot,2,TD_0_12_seq_42.png,Yes,Yes,1,619.6
6127fa8b8568a109b5292cba,16,speech_td_0_12,bkbf2110,The egg cups are on the table,egg,cups,table,3,TD_0_12_seq_43.png,Yes,Yes,1,400.5999999
6127fa8b8568a109b5292cba,36,speech_td_0_12,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_0_12_seq_44.png,Yes,Yes,1,436.6
5e399832a6df461b2f4db341,1,speech_single,bkbf0414,The cooks making a cake,cooks,making,cake,2,NA,NA,NA,0,9999
5e399832a6df461b2f4db341,2,speech_single,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,NA,NA,NA,0,9999
5e399832a6df461b2f4db341,3,speech_single,bkbf1301,The fruit came in a box,fruit,came,box,0,NA,NA,NA,0,9999
